"Ano","Municipio_COD-IBGE","Municipio_Nome","UF","Quantidade_Acidentes_com_CAT_Tipicos","Quantidade_Acidentes_com_CAT_Trajeto","Quantidade_Acidentes_com_CAT_Doenca_Profissional","Quantidade_Obitos","Quantidade_Acidentes_Sem_CAT"
2009,270670,"PENEDO","AL",320,6,1,2,112
2009,270680,"PIACABUCU","AL",0,1,0,0,0
2009,270690,"PILAR","AL",32,23,0,0,0
2009,270710,"PIRANHAS","AL",1,1,0,0,0
2009,270720,"POCO DAS TRINCHEIRAS","AL",1,0,0,0,0
2009,270730,"PORTO CALVO","AL",152,2,0,0,18
2009,270740,"PORTO DE PEDRAS","AL",5,0,0,0,0
2009,270750,"PORTO REAL DO COLEGIO","AL",0,1,0,1,14
2009,270760,"QUEBRANGULO","AL",0,3,0,0,0
2009,270770,"RIO LARGO","AL",356,12,3,0,47
2009,270780,"ROTEIRO","AL",19,0,0,0,0
2009,270790,"SANTA LUZIA DO NORTE","AL",3,0,0,0,0
2009,270800,"SANTANA DO IPANEMA","AL",7,0,0,0,33
2009,270830,"SAO JOSE DA LAJE","AL",456,26,0,0,0
2009,270850,"SAO LUIS DO QUITUNDE","AL",43,1,0,0,0
2009,270860,"SAO MIGUEL DOS CAMPOS","AL",427,25,2,0,201
2009,270870,"SAO MIGUEL DOS MILAGRES","AL",3,0,0,0,0
2009,270880,"SAO SEBASTIAO","AL",2,5,0,2,0
2009,270890,"SATUBA","AL",17,0,0,1,0
2009,270895,"SENADOR RUI PALMEIRA","AL",1,1,0,0,0
2009,270910,"TAQUARANA","AL",9,1,0,0,0
2009,270915,"TEOTONIO VILELA","AL",44,4,0,1,0
2009,270920,"TRAIPU","AL",1,0,0,0,0
2009,270930,"UNIAO DOS PALMARES","AL",246,12,2,2,128
2009,270940,"VICOSA","AL",5,1,0,0,50
2009,280000,"IGNORADO SERGIPE","SE",3,2,0,0,0
2009,280010,"AMPARO DE SAO FRANCISCO","SE",1,0,0,1,0
2009,280030,"ARACAJU","SE",1012,231,69,7,524
2009,280050,"AREIA BRANCA","SE",1,2,0,0,0
2009,280060,"BARRA DOS COQUEIROS","SE",38,1,0,0,0
2009,280100,"CAMPO DO BRITO","SE",2,0,0,0,0
2009,280120,"CANINDE DE SAO FRANCISCO","SE",5,1,0,0,0
2009,280130,"CAPELA","SE",12,9,0,1,0
2009,280140,"CARIRA","SE",6,3,0,0,0
2009,280150,"CARMOPOLIS","SE",53,5,1,0,0
2009,280160,"CEDRO DE SAO JOAO","SE",2,0,0,0,0
2009,280170,"CRISTINAPOLIS","SE",2,1,0,0,0
2009,280200,"DIVINA PASTORA","SE",2,2,0,0,0
2009,280210,"ESTANCIA","SE",104,14,3,1,20
2009,280230,"FREI PAULO","SE",13,4,0,0,0
2009,280240,"GARARU","SE",1,0,0,0,0
2009,280250,"GENERAL MAYNARD","SE",2,0,0,0,0
2009,280280,"INDIAROBA","SE",3,0,0,2,0
2009,280290,"ITABAIANA","SE",28,7,1,1,64
2009,280300,"ITABAIANINHA","SE",3,0,0,0,0
2009,280320,"ITAPORANGA D AJUDA","SE",13,3,0,1,0
2009,280330,"JAPARATUBA","SE",25,3,0,1,0
2009,280340,"JAPOATA","SE",8,1,0,1,0
2009,280350,"LAGARTO","SE",19,8,0,0,70
2009,280360,"LARANJEIRAS","SE",51,7,1,0,0
2009,280390,"MALHADOR","SE",0,1,0,0,0
2009,280400,"MARUIM","SE",11,2,0,0,0
2009,280410,"MOITA BONITA","SE",1,1,0,0,0
2009,280420,"MONTE ALEGRE DE SERGIPE","SE",1,0,0,0,0
2009,280440,"NEOPOLIS","SE",8,0,0,0,15
2009,280450,"NOSSA SENHORA DA GLORIA","SE",3,0,0,0,49
2009,280460,"NOSSA SENHORA DAS DORES","SE",22,1,1,0,0
2009,280480,"NOSSA SENHORA DO SOCORRO","SE",103,30,5,2,0
2009,280490,"PACATUBA","SE",5,1,0,0,0
2009,280510,"PEDRINHAS","SE",0,1,0,0,0
2009,280530,"PIRAMBU","SE",4,1,0,0,0
2009,280570,"PROPRIA","SE",6,2,1,0,61
2009,280580,"RIACHAO DO DANTAS","SE",0,1,0,0,0
2009,280590,"RIACHUELO","SE",18,3,0,0,0
2009,280600,"RIBEIROPOLIS","SE",6,0,0,0,0
2009,280610,"ROSARIO DO CATETE","SE",65,8,0,0,0
2009,280620,"SALGADO","SE",4,0,0,0,0
2009,280630,"SANTA LUZIA DO ITANHY","SE",0,1,0,0,0
2009,280650,"SANTA ROSA DE LIMA","SE",1,0,0,0,0
2009,280660,"SANTO AMARO DAS BROTAS","SE",1,0,1,0,0
2009,280670,"SAO CRISTOVAO","SE",29,11,5,0,20
2009,280690,"SAO FRANCISCO","SE",2,0,0,0,0
2009,280710,"SIMAO DIAS","SE",28,6,5,0,0
2009,280720,"SIRIRI","SE",5,0,0,0,0
2009,280740,"TOBIAS BARRETO","SE",3,1,0,1,11
2009,280750,"TOMAR DO GERU","SE",1,0,1,0,0
2009,280760,"UMBAUBA","SE",2,0,1,0,0
2009,290000,"IGNORADO BAHIA","BA",12,12,0,0,279
2009,290020,"ABARE","BA",1,0,0,0,0
2009,290030,"ACAJUTIBA","BA",2,0,0,0,0
2009,290040,"AGUA FRIA","BA",1,0,0,1,0
2009,290060,"AIQUARA","BA",1,0,0,0,0
2009,290070,"ALAGOINHAS","BA",118,28,12,1,37
2009,290080,"ALCOBACA","BA",3,2,0,0,0
2009,290090,"ALMADINA","BA",3,0,0,0,0
2009,290100,"AMARGOSA","BA",11,2,0,0,35
2009,290110,"AMELIA RODRIGUES","BA",13,3,1,0,63
2009,290115,"AMERICA DOURADA","BA",1,0,0,0,0
2009,290120,"ANAGE","BA",2,0,0,0,0
2009,290130,"ANDARAI","BA",2,2,12,0,0
2009,290135,"ANDORINHA","BA",12,2,0,0,0
2009,290170,"ANTONIO CARDOSO","BA",3,0,0,1,0
2009,290180,"ANTONIO GONCALVES","BA",0,1,0,0,0
2009,290190,"APORA","BA",0,1,0,0,0
2009,290200,"ARACATU","BA",1,0,0,0,0
2009,290205,"ARACAS","BA",11,4,0,1,0
2009,290210,"ARACI","BA",3,0,0,0,0
2009,290220,"ARAMARI","BA",3,0,0,0,0
2009,290225,"ARATACA","BA",1,1,0,0,0
2009,290250,"BAIANOPOLIS","BA",2,0,0,0,0
2009,290260,"BAIXA GRANDE","BA",6,0,0,0,0
2009,290270,"BARRA","BA",1,0,1,0,19
2009,290290,"BARRA DO CHOCA","BA",5,0,1,0,0
2009,290300,"BARRA DO MENDES","BA",0,2,0,0,0
2009,290310,"BARRA DO ROCHA","BA",2,0,0,0,0
2009,290320,"BARREIRAS","BA",82,31,9,1,347
2009,290327,"BARROCAS","BA",46,1,0,1,0
2009,290330,"BARRO PRETO","BA",1,1,0,0,0
2009,290340,"BELMONTE","BA",17,3,0,0,0
2009,290360,"BIRITINGA","BA",1,0,0,0,0
2009,290370,"BOA NOVA","BA",1,0,0,0,0
2009,290380,"BOA VISTA DO TUPIM","BA",3,1,0,0,0
2009,290390,"BOM JESUS DA LAPA","BA",11,5,0,0,39
2009,290405,"BONITO","BA",3,1,0,1,0
2009,290410,"BOQUIRA","BA",5,11,0,0,60
2009,290420,"BOTUPORA","BA",5,2,2,0,0
2009,290430,"BREJOES","BA",1,0,0,0,0
2009,290450,"BROTAS DE MACAUBAS","BA",2,0,0,0,0
2009,290460,"BRUMADO","BA",36,5,1,0,91
2009,290470,"BUERAREMA","BA",2,1,0,0,0
2009,290475,"BURITIRAMA","BA",2,0,0,0,0
2009,290480,"CAATIBA","BA",5,0,0,0,0
2009,290485,"CABACEIRAS DO PARAGUACU","BA",1,0,0,0,0
2009,290490,"CACHOEIRA","BA",24,5,0,0,0
2009,290500,"CACULE","BA",3,1,0,0,0
2009,290510,"CAEM","BA",2,0,0,0,0
2009,290520,"CAETITE","BA",61,4,3,0,32
2009,290540,"CAIRU","BA",1,0,0,0,0
2009,290550,"CALDEIRAO GRANDE","BA",1,0,0,0,0
2009,290560,"CAMACAN","BA",28,1,0,0,45
2009,290570,"CAMACARI","BA",1106,140,100,7,294
2009,290580,"CAMAMU","BA",4,4,0,0,0
2009,290590,"CAMPO ALEGRE DE LOURDES","BA",1,0,0,0,0
2009,290600,"CAMPO FORMOSO","BA",13,5,0,0,0
2009,290620,"CANARANA","BA",4,0,0,0,0
2009,290630,"CANAVIEIRAS","BA",3,0,0,0,56
2009,290640,"CANDEAL","BA",1,0,0,0,0
2009,290650,"CANDEIAS","BA",163,19,8,2,10
2009,290670,"CANDIDO SALES","BA",1,0,0,0,0
2009,290680,"CANSANCAO","BA",1,0,0,0,0
2009,290682,"CANUDOS","BA",1,0,0,0,0
2009,290687,"CAPIM GROSSO","BA",5,3,1,0,0
2009,290689,"CARAIBAS","BA",0,2,0,0,0
2009,290690,"CARAVELAS","BA",22,4,0,1,11
2009,290700,"CARDEAL DA SILVA","BA",7,0,0,0,0
2009,290720,"CASA NOVA","BA",42,5,0,2,0
2009,290730,"CASTRO ALVES","BA",6,1,0,2,20
2009,290740,"CATOLANDIA","BA",1,0,0,0,0
2009,290750,"CATU","BA",90,11,3,1,51
2009,290780,"CICERO DANTAS","BA",0,1,0,0,0
2009,290800,"COARACI","BA",4,0,0,0,14
2009,290810,"COCOS","BA",5,1,0,0,0
2009,290820,"CONCEICAO DA FEIRA","BA",3,0,0,0,0
2009,290830,"CONCEICAO DO ALMEIDA","BA",3,1,0,0,0
2009,290840,"CONCEICAO DO COITE","BA",21,6,1,0,64
2009,290850,"CONCEICAO DO JACUIPE","BA",15,4,0,0,0
2009,290860,"CONDE","BA",1,1,0,0,0
2009,290870,"CONDEUBA","BA",1,1,0,1,31
2009,290880,"CONTENDAS DO SINCORA","BA",1,0,0,0,0
2009,290890,"CORACAO DE MARIA","BA",2,3,0,2,0
2009,290910,"CORIBE","BA",4,0,0,0,0
2009,290930,"CORRENTINA","BA",46,2,2,1,0
2009,290980,"CRUZ DAS ALMAS","BA",21,9,2,0,72
2009,290990,"CURACA","BA",1,1,0,0,0
2009,291005,"DIAS D AVILA","BA",141,20,11,0,43
2009,291010,"DOM BASILIO","BA",1,0,0,0,0
2009,291040,"ENCRUZILHADA","BA",5,0,1,0,0
2009,291050,"ENTRE RIOS","BA",43,8,0,1,0
2009,291060,"ESPLANADA","BA",27,7,2,4,34
2009,291070,"EUCLIDES DA CUNHA","BA",5,1,0,0,4
2009,291072,"EUNAPOLIS","BA",199,28,9,3,164
2009,291075,"FATIMA","BA",1,0,0,0,0
2009,291080,"FEIRA DE SANTANA","BA",495,145,69,7,606
2009,291090,"FIRMINO ALVES","BA",12,1,0,0,0
2009,291100,"FLORESTA AZUL","BA",0,1,1,0,0
2009,291110,"FORMOSA DO RIO PRETO","BA",23,2,0,4,0
2009,291120,"GANDU","BA",16,0,0,0,59
2009,291125,"GAVIAO","BA",1,0,0,0,0
2009,291150,"GONGOGI","BA",1,0,0,0,0
2009,291160,"GOVERNADOR MANGABEIRA","BA",2,2,0,0,0
2009,291165,"GUAJERU","BA",1,0,0,0,0
2009,291170,"GUANAMBI","BA",3,3,1,0,165
2009,291180,"GUARATINGA","BA",3,3,0,0,0
2009,291185,"HELIOPOLIS","BA",1,0,0,0,0
2009,291190,"IACU","BA",4,2,0,1,0
2009,291210,"IBICARAI","BA",6,0,0,0,0
2009,291220,"IBICOARA","BA",6,6,1,0,0
2009,291230,"IBICUI","BA",8,0,0,0,0
2009,291240,"IBIPEBA","BA",0,1,0,0,0
2009,291270,"IBIRAPITANGA","BA",6,0,0,2,0
2009,291280,"IBIRAPUA","BA",21,0,0,0,0
2009,291290,"IBIRATAIA","BA",0,0,1,0,0
2009,291300,"IBITIARA","BA",3,1,0,0,0
2009,291320,"IBOTIRAMA","BA",5,2,1,2,24
2009,291330,"ICHU","BA",1,0,0,0,6
2009,291340,"IGAPORA","BA",1,0,0,0,0
2009,291345,"IGRAPIUNA","BA",24,2,1,0,0
2009,291350,"IGUAI","BA",4,2,1,0,0
2009,291360,"ILHEUS","BA",107,17,13,0,196
2009,291370,"INHAMBUPE","BA",27,4,1,0,0
2009,291390,"IPIAU","BA",35,1,2,0,171
2009,291400,"IPIRA","BA",2,4,1,0,16
2009,291420,"IRAJUBA","BA",2,0,0,0,0
2009,291430,"IRAMAIA","BA",1,2,0,0,0
2009,291440,"IRAQUARA","BA",6,0,0,0,131
2009,291460,"IRECE","BA",13,5,1,0,55
2009,291465,"ITABELA","BA",17,8,1,2,0
2009,291470,"ITABERABA","BA",12,11,5,1,53
2009,291480,"ITABUNA","BA",124,27,17,2,472
2009,291490,"ITACARE","BA",5,1,0,0,0
2009,291510,"ITAGI","BA",2,1,0,0,0
2009,291520,"ITAGIBA","BA",40,4,0,0,0
2009,291530,"ITAGIMIRIM","BA",1,0,0,0,0
2009,291550,"ITAJUIPE","BA",17,0,0,0,0
2009,291560,"ITAMARAJU","BA",14,7,1,0,69
2009,291580,"ITAMBE","BA",9,0,0,0,0
2009,291600,"ITANHEM","BA",6,1,0,0,0
2009,291610,"ITAPARICA","BA",4,0,0,0,0
2009,291620,"ITAPE","BA",1,0,0,0,0
2009,291630,"ITAPEBI","BA",9,1,1,1,0
2009,291640,"ITAPETINGA","BA",385,24,2,0,187
2009,291650,"ITAPICURU","BA",1,0,0,0,0
2009,291660,"ITAPITANGA","BA",2,0,0,0,0
2009,291670,"ITAQUARA","BA",3,0,0,0,0
2009,291680,"ITARANTIM","BA",8,0,0,0,0
2009,291685,"ITATIM","BA",1,1,0,0,0
2009,291690,"ITIRUCU","BA",0,0,1,0,41
2009,291700,"ITIUBA","BA",0,1,0,0,0
2009,291710,"ITORORO","BA",10,3,0,0,0
2009,291720,"ITUACU","BA",7,1,0,0,0
2009,291730,"ITUBERA","BA",16,1,0,0,105
2009,291735,"JABORANDI","BA",23,1,0,1,0
2009,291740,"JACARACI","BA",1,1,0,0,0
2009,291750,"JACOBINA","BA",97,2,1,0,110
2009,291760,"JAGUAQUARA","BA",8,3,0,2,0
2009,291770,"JAGUARARI","BA",36,7,1,0,11
2009,291780,"JAGUARIPE","BA",2,3,0,0,0
2009,291790,"JANDAIRA","BA",6,1,0,0,0
2009,291800,"JEQUIE","BA",81,46,7,3,175
2009,291810,"JEREMOABO","BA",5,0,3,0,0
2009,291830,"JITAUNA","BA",0,1,0,1,0
2009,291835,"JOAO DOURADO","BA",1,0,0,0,0
2009,291840,"JUAZEIRO","BA",954,45,8,2,159
2009,291850,"JUSSARA","BA",2,0,0,0,0
2009,291855,"JUSSARI","BA",3,0,0,0,0
2009,291860,"JUSSIAPE","BA",3,0,0,0,0
2009,291880,"LAJE","BA",2,0,0,0,0
2009,291890,"LAJEDAO","BA",6,0,0,0,0
2009,291900,"LAJEDINHO","BA",0,1,0,0,0
2009,291910,"LAMARAO","BA",1,1,0,0,0
2009,291915,"LAPAO","BA",1,0,0,0,0
2009,291920,"LAURO DE FREITAS","BA",232,74,20,3,0
2009,291930,"LENCOIS","BA",3,3,0,0,0
2009,291940,"LICINIO DE ALMEIDA","BA",2,0,0,0,0
2009,291950,"LIVRAMENTO DE NOSSA SENHORA","BA",5,1,0,1,80
2009,291955,"LUIS EDUARDO MAGALHAES","BA",132,21,3,1,0
2009,291960,"MACAJUBA","BA",3,1,0,0,0
2009,291970,"MACARANI","BA",7,1,0,0,0
2009,291980,"MACAUBAS","BA",1,0,0,0,0
2009,291992,"MADRE DE DEUS","BA",11,2,1,0,0
2009,291995,"MAETINGA","BA",1,1,0,0,0
2009,292000,"MAIQUINIQUE","BA",5,1,0,0,0
2009,292020,"MALHADA","BA",1,0,0,0,0
2009,292030,"MALHADA DE PEDRAS","BA",2,0,0,0,0
2009,292040,"MANOEL VITORINO","BA",3,0,0,0,0
2009,292050,"MARACAS","BA",5,0,0,0,0
2009,292060,"MARAGOGIPE","BA",31,3,0,0,46
2009,292070,"MARAU","BA",2,0,0,0,0
2009,292080,"MARCIONILIO SOUZA","BA",1,0,0,0,0
2009,292090,"MASCOTE","BA",3,1,0,0,0
2009,292100,"MATA DE SAO JOAO","BA",151,9,6,0,44
2009,292110,"MEDEIROS NETO","BA",24,3,0,1,0
2009,292120,"MIGUEL CALMON","BA",2,0,0,0,20
2009,292130,"MILAGRES","BA",0,1,0,0,0
2009,292150,"MONTE SANTO","BA",2,0,0,0,0
2009,292170,"MORRO DO CHAPEU","BA",2,2,0,0,5
2009,292180,"MORTUGABA","BA",0,1,0,0,0
2009,292190,"MUCUGE","BA",2,0,0,1,0
2009,292200,"MUCURI","BA",125,16,2,0,0
2009,292205,"MULUNGU DO MORRO","BA",0,0,1,0,0
2009,292210,"MUNDO NOVO","BA",0,2,0,0,24
2009,292220,"MUNIZ FERREIRA","BA",1,0,0,0,0
2009,292225,"MUQUEM DE SAO FRANCISCO","BA",1,0,0,0,0
2009,292230,"MURITIBA","BA",5,4,0,1,84
2009,292240,"MUTUIPE","BA",7,0,0,0,0
2009,292250,"NAZARE","BA",12,14,0,0,72
2009,292265,"NORDESTINA","BA",1,0,0,0,0
2009,292273,"NOVA FATIMA","BA",1,0,0,0,0
2009,292275,"NOVA IBIA","BA",2,0,0,0,0
2009,292280,"NOVA ITARANA","BA",1,2,0,0,0
2009,292300,"NOVA VICOSA","BA",79,14,2,0,0
2009,292305,"NOVO TRIUNFO","BA",2,0,0,0,0
2009,292310,"OLINDINA","BA",3,0,0,0,0
2009,292320,"OLIVEIRA DOS BREJINHOS","BA",0,1,0,0,0
2009,292330,"OURICANGAS","BA",6,0,0,0,0
2009,292350,"PALMEIRAS","BA",1,2,0,1,0
2009,292360,"PARAMIRIM","BA",6,1,1,0,0
2009,292370,"PARATINGA","BA",2,0,0,0,0
2009,292380,"PARIPIRANGA","BA",1,0,0,0,4
2009,292400,"PAULO AFONSO","BA",48,20,1,0,80
2009,292405,"PE DE SERRA","BA",2,0,0,1,0
2009,292460,"PINDOBACU","BA",1,1,0,0,0
2009,292465,"PINTADAS","BA",3,0,0,0,0
2009,292467,"PIRAI DO NORTE","BA",0,1,0,0,0
2009,292480,"PIRITIBA","BA",3,1,0,0,0
2009,292500,"PLANALTO","BA",4,1,0,0,0
2009,292510,"POCOES","BA",3,1,0,0,120
2009,292520,"POJUCA","BA",70,13,1,1,76
2009,292525,"PONTO NOVO","BA",1,2,0,0,0
2009,292530,"PORTO SEGURO","BA",79,27,3,4,87
2009,292540,"POTIRAGUA","BA",5,0,0,0,0
2009,292550,"PRADO","BA",45,5,1,0,0
2009,292560,"PRESIDENTE DUTRA","BA",1,0,0,0,0
2009,292580,"QUEIMADAS","BA",2,0,0,0,0
2009,292593,"QUIXABEIRA","BA",1,1,0,0,0
2009,292595,"RAFAEL JAMBEIRO","BA",1,3,0,0,0
2009,292600,"REMANSO","BA",7,0,0,0,21
2009,292610,"RETIROLANDIA","BA",3,0,0,0,0
2009,292620,"RIACHAO DAS NEVES","BA",8,1,0,1,0
2009,292630,"RIACHAO DO JACUIPE","BA",6,1,1,0,27
2009,292640,"RIACHO DE SANTANA","BA",0,0,1,0,0
2009,292650,"RIBEIRA DO AMPARO","BA",1,0,0,0,0
2009,292660,"RIBEIRA DO POMBAL","BA",5,1,0,0,5
2009,292670,"RIO DE CONTAS","BA",2,1,0,1,0
2009,292680,"RIO DO ANTONIO","BA",1,0,0,0,0
2009,292700,"RIO REAL","BA",4,0,0,0,0
2009,292710,"RODELAS","BA",1,0,0,0,0
2009,292720,"RUY BARBOSA","BA",5,0,8,0,17
2009,292730,"SALINAS DA MARGARIDA","BA",1,1,0,0,0
2009,292740,"SALVADOR","BA",4142,828,357,17,3039
2009,292750,"SANTA BARBARA","BA",0,2,0,0,0
2009,292770,"SANTA CRUZ CABRALIA","BA",11,4,0,1,0
2009,292780,"SANTA CRUZ DA VITORIA","BA",1,0,0,0,0
2009,292790,"SANTA INES","BA",2,0,0,0,0
2009,292800,"SANTALUZ","BA",13,0,0,0,0
2009,292805,"SANTA LUZIA","BA",1,0,0,0,0
2009,292810,"SANTA MARIA DA VITORIA","BA",7,1,1,0,0
2009,292820,"SANTANA","BA",0,1,0,0,15
2009,292830,"SANTANOPOLIS","BA",1,0,0,0,0
2009,292840,"SANTA RITA DE CASSIA","BA",12,0,0,0,0
2009,292860,"SANTO AMARO","BA",25,4,0,0,46
2009,292870,"SANTO ANTONIO DE JESUS","BA",47,17,7,0,386
2009,292880,"SANTO ESTEVAO","BA",5,9,0,0,0
2009,292890,"SAO DESIDERIO","BA",111,18,4,3,0
2009,292900,"SAO FELIX","BA",2,1,1,0,29
2009,292905,"SAO FELIX DO CORIBE","BA",1,0,0,0,39
2009,292910,"SAO FELIPE","BA",1,1,0,0,0
2009,292920,"SAO FRANCISCO DO CONDE","BA",117,16,6,0,0
2009,292930,"SAO GONCALO DOS CAMPOS","BA",54,6,1,0,0
2009,292935,"SAO JOSE DA VITORIA","BA",1,2,0,0,0
2009,292950,"SAO SEBASTIAO DO PASSE","BA",37,7,3,0,102
2009,292960,"SAPEACU","BA",4,1,0,0,19
2009,292970,"SATIRO DIAS","BA",1,1,0,0,0
2009,292980,"SAUDE","BA",3,0,0,0,0
2009,292990,"SEABRA","BA",5,4,0,0,122
2009,293000,"SEBASTIAO LARANJEIRAS","BA",1,0,0,0,0
2009,293010,"SENHOR DO BONFIM","BA",11,1,0,0,129
2009,293015,"SERRA DO RAMALHO","BA",1,1,0,0,12
2009,293020,"SENTO SE","BA",10,2,0,0,0
2009,293030,"SERRA DOURADA","BA",1,0,2,0,0
2009,293040,"SERRA PRETA","BA",3,0,0,0,0
2009,293050,"SERRINHA","BA",7,3,0,0,54
2009,293070,"SIMOES FILHO","BA",323,48,32,7,70
2009,293075,"SITIO DO MATO","BA",1,2,0,1,0
2009,293077,"SOBRADINHO","BA",10,1,0,0,0
2009,293080,"SOUTO SOARES","BA",0,0,1,0,0
2009,293090,"TABOCAS DO BREJO VELHO","BA",0,1,0,0,0
2009,293100,"TANHACU","BA",2,0,0,1,0
2009,293105,"TANQUE NOVO","BA",2,0,0,1,0
2009,293110,"TANQUINHO","BA",7,0,0,0,0
2009,293120,"TAPEROA","BA",0,1,0,0,0
2009,293130,"TAPIRAMUTA","BA",1,0,0,0,0
2009,293135,"TEIXEIRA DE FREITAS","BA",171,52,6,2,422
2009,293140,"TEODORO SAMPAIO","BA",1,0,0,0,0
2009,293150,"TEOFILANDIA","BA",1,0,0,0,0
2009,293160,"TEOLANDIA","BA",1,0,0,0,0
2009,293170,"TERRA NOVA","BA",7,1,0,0,0
2009,293180,"TREMEDAL","BA",5,8,1,0,0
2009,293190,"TUCANO","BA",2,1,0,1,3
2009,293200,"UAUA","BA",2,1,0,0,0
2009,293230,"UBATA","BA",1,0,1,0,0
2009,293250,"UNA","BA",5,4,0,0,0
2009,293260,"URANDI","BA",3,0,0,0,0
2009,293270,"URUCUCA","BA",9,1,0,0,0
2009,293280,"UTINGA","BA",0,1,0,0,0
2009,293290,"VALENCA","BA",45,7,2,0,204
2009,293300,"VALENTE","BA",3,2,1,0,0
2009,293317,"VARZEDO","BA",0,1,0,0,0
2009,293320,"VERA CRUZ","BA",9,3,1,0,0
2009,293325,"VEREDA","BA",2,0,0,0,0
2009,293330,"VITORIA DA CONQUISTA","BA",144,35,22,2,445
2009,293340,"WAGNER","BA",1,0,0,0,0
2009,293345,"WANDERLEY","BA",1,1,0,0,0
2009,293350,"WENCESLAU GUIMARAES","BA",4,0,0,0,0
2009,293360,"XIQUE-XIQUE","BA",12,2,0,0,24
2009,310000,"IGNORADO MINAS GERAIS","MG",14,11,0,1,190
2009,310010,"ABADIA DOS DOURADOS","MG",6,2,0,0,0
2009,310020,"ABAETE","MG",21,3,0,0,26
2009,310040,"ACAIACA","MG",4,3,0,0,0
2009,310050,"ACUCENA","MG",18,0,0,0,0
2009,310070,"AGUA COMPRIDA","MG",8,1,0,0,0
2009,310080,"AGUANIL","MG",1,0,1,0,0
2009,310090,"AGUAS FORMOSAS","MG",3,0,0,0,49
2009,310100,"AGUAS VERMELHAS","MG",3,0,0,0,0
2009,310110,"AIMORES","MG",29,2,1,1,98
2009,310120,"AIURUOCA","MG",1,3,0,0,0
2009,310130,"ALAGOA","MG",1,0,0,0,0
2009,310140,"ALBERTINA","MG",1,3,0,0,0
2009,310150,"ALEM PARAIBA","MG",103,33,0,0,64
2009,310160,"ALFENAS","MG",333,33,3,0,141
2009,310163,"ALFREDO VASCONCELOS","MG",4,0,0,0,0
2009,310170,"ALMENARA","MG",14,4,0,0,96
2009,310180,"ALPERCATA","MG",4,3,0,0,0
2009,310190,"ALPINOPOLIS","MG",31,4,1,0,0
2009,310200,"ALTEROSA","MG",7,0,0,0,0
2009,310205,"ALTO CAPARAO","MG",1,0,0,0,0
2009,310210,"ALTO RIO DOCE","MG",2,1,0,0,0
2009,310230,"ALVINOPOLIS","MG",23,4,3,0,0
2009,310240,"ALVORADA DE MINAS","MG",3,1,0,0,0
2009,310250,"AMPARO DO SERRA","MG",0,2,0,0,0
2009,310260,"ANDRADAS","MG",56,16,1,0,0
2009,310270,"CACHOEIRA DE PAJEU","MG",1,0,0,0,0
2009,310280,"ANDRELANDIA","MG",4,0,0,0,0
2009,310285,"ANGELANDIA","MG",8,4,0,0,0
2009,310290,"ANTONIO CARLOS","MG",4,1,0,0,0
2009,310300,"ANTONIO DIAS","MG",18,3,0,3,0
2009,310310,"ANTONIO PRADO DE MINAS","MG",1,0,0,0,0
2009,310320,"ARACAI","MG",2,0,0,0,0
2009,310330,"ARACITABA","MG",1,0,0,0,0
2009,310340,"ARACUAI","MG",20,5,0,0,88
2009,310350,"ARAGUARI","MG",612,105,29,3,151
2009,310360,"ARANTINA","MG",3,0,0,1,0
2009,310375,"ARAPORA","MG",23,0,0,0,0
2009,310380,"ARAPUA","MG",3,0,0,0,0
2009,310390,"ARAUJOS","MG",10,0,0,0,0
2009,310400,"ARAXA","MG",237,19,0,1,135
2009,310410,"ARCEBURGO","MG",150,4,0,0,0
2009,310420,"ARCOS","MG",155,11,8,1,0
2009,310430,"AREADO","MG",18,0,0,0,0
2009,310440,"ARGIRITA","MG",3,0,0,1,0
2009,310445,"ARICANDUVA","MG",0,1,0,1,0
2009,310450,"ARINOS","MG",9,1,0,0,0
2009,310460,"ASTOLFO DUTRA","MG",17,3,1,0,0
2009,310470,"ATALEIA","MG",5,0,0,0,0
2009,310480,"AUGUSTO DE LIMA","MG",6,1,0,0,0
2009,310490,"BAEPENDI","MG",17,3,3,0,0
2009,310500,"BALDIM","MG",14,0,0,0,0
2009,310510,"BAMBUI","MG",93,11,1,0,17
2009,310520,"BANDEIRA","MG",1,0,0,0,0
2009,310530,"BANDEIRA DO SUL","MG",1,0,0,0,0
2009,310540,"BARAO DE COCAIS","MG",33,7,1,0,73
2009,310550,"BARAO DE MONTE ALTO","MG",4,1,0,0,0
2009,310560,"BARBACENA","MG",216,30,2,2,186
2009,310590,"BARROSO","MG",16,6,0,0,0
2009,310600,"BELA VISTA DE MINAS","MG",3,2,0,0,0
2009,310610,"BELMIRO BRAGA","MG",0,1,0,0,0
2009,310620,"BELO HORIZONTE","MG",8560,1930,185,26,1852
2009,310630,"BELO ORIENTE","MG",99,13,1,3,0
2009,310640,"BELO VALE","MG",6,2,0,0,0
2009,310650,"BERILO","MG",2,3,0,0,0
2009,310660,"BERTOPOLIS","MG",1,0,0,0,0
2009,310670,"BETIM","MG",2319,236,52,5,631
2009,310680,"BIAS FORTES","MG",3,1,0,0,0
2009,310690,"BICAS","MG",12,0,1,0,0
2009,310700,"BIQUINHAS","MG",2,0,0,0,0
2009,310710,"BOA ESPERANCA","MG",51,8,3,1,87
2009,310720,"BOCAINA DE MINAS","MG",1,1,0,0,0
2009,310730,"BOCAIUVA","MG",117,5,0,0,67
